FID,IID,abcd_site,Site_contrib,subj_ancestries,pc_1,pc_2,pc_3,pc_4,pc_5,pc_6,pc_7,pc_8,pc_9,pc_10,pc_11,pc_12,pc_13,pc_14,pc_15,pc_16,pc_17,pc_18,pc_19,pc_20,homo_contrib,cluster_contrib,errors,Xc,Covar_contrib,Y0,Y1,PRS0,PRS1
1,1,1,0,0,11.817534623123107,0.060359559096266856,-0.11111631662524964,0.01763048622200963,0.008208715580474738,-0.010260657858208963,0.07236005908828644,-0.08598142386154108,0.08970152748258152,-0.04757035768237018,-0.07314140239843031,0.029874146415953387,-0.05107548306250233,0.031081360133352227,-0.05910407288974237,0.05975781440588063,0.1346408643736793,-0.10997460880401612,0.030150004034814687,0.13335584833575287,-1.1002664279519183,-1.4852299146601384,-0.39211584471004085,0.7703925691375344,0.1328671110640144,-2.1922538077703098,-2.844745076258083,-188.9733657769401,-181.22434762283808
2,2,1,0,1,-11.158464711827332,-0.09741242096560372,0.04285859864531874,-0.026330344527566902,0.03310801867485636,-0.05417015594975604,-0.009933541648212085,0.03748411655214102,0.05382581242582956,0.07541648053525049,-0.007669212398506353,-0.06583795645116784,-0.13236183469747875,-0.059470267195754434,-0.026988412271044652,0.11390850791885888,0.08637349273535128,0.03082349532472543,0.0024408899541643555,0.07268364771495144,1.268673715021226,1.834370422218841,-0.0346620014215589,0.505659209232338,0.0005004311114161775,1.5273614181772948,3.0688825669299247,171.23836019493908,170.43375529051727
3,3,1,0,0,11.411084501018019,0.015618183852744565,-0.005530408139954079,0.07466343148065904,0.017647019506894377,-0.027387977608456182,0.12134218551449283,0.03493280095321619,0.1432554143169615,-0.023372586393377633,-0.01275741370635,-0.10856452663780876,0.00159761814689419,0.08323717842845751,-0.003445800482774372,-0.06043118223709055,0.037195154511686944,-0.09588406264399237,-0.05954043353912466,0.04241243167676032,-0.8509655223258177,-1.491573401561998,0.10991263341715209,0.1737094595119899,-0.16547444374875786,-1.5296883299042998,-2.398100734219421,-154.9188486990289,-156.25288350834592
4,4,1,0,1,-11.075080435016481,-0.1510790438640669,0.040513547261360715,-0.05698265619818212,-0.02104670806282886,-0.0065637129462924595,-0.05912551177714126,-0.12277409397197422,-0.004009094913276939,-0.05290819534467859,0.04391622257007353,-0.056760522917963706,-0.01277289260332964,0.13306156826398738,-0.054067301090343134,0.07544755585432451,-0.15694764388826668,-0.045504132885001755,0.060067012753868894,-0.1533116031156191,1.5284106258334964,1.2252876503938341,-0.40755260100695456,0.18549775773438537,-0.15958029463756013,2.3790702805833126,2.1865653805828162,153.17053960144474,154.23829025141433
5,5,1,0,0,11.775828272253593,0.03034304888708102,0.004757341072561059,0.06261906400565563,0.2192899819961719,0.00415799860846419,0.04833831269088107,-0.047782319300380696,-0.08246840995642202,-0.07069886567364637,-0.08100525582414601,-0.03906505299358159,-0.050320587505759386,0.014650757809265457,0.06854948075776035,-0.02690711687126547,-0.08685179054983244,-0.07580726394539124,0.09589024607720081,-0.0460185433906648,-0.5198761555360938,-1.4736704298353975,-0.0513539030826031,0.6882101025627071,0.09177587777660073,-2.9989207991611324,-1.9531246106774933,-170.83445305971225,-155.29361367208526
6,6,1,0,1,-11.618432486884668,-0.04577079391902658,-0.034370338168250046,-0.023551094816840812,0.051677469535883015,-0.004509966053935758,0.02141640314964702,0.17963460949523358,0.05860787943029708,0.00024252810816429774,-0.03914253064612784,-0.0865907356175774,-0.08868580489428442,-0.018445003641221414,0.03906717594197202,0.04148951113031633,-0.02021903723792601,0.050921311214603936,0.04956809930992674,-0.0708584786290802,0.26085929809173214,1.085767746777545,-0.1812008644342687,0.7589310273054974,0.1271363401479959,2.8698142986782726,1.292562520583005,170.66379872608638,163.28405841557722
7,7,1,0,0,11.546570637200245,-0.034721682279826076,0.025045176349717528,0.1623747154348709,0.0686070262090409,0.1136423232911507,0.1791060608983678,-0.016801704474155764,-0.032236436589048144,-0.0538697954220148,-0.053857482279840725,0.06551553498502806,-0.03640987665190915,-0.04635877655112451,-0.03175030188436295,-0.06822325570362099,0.013385688910614198,-0.09172845430366264,-0.04837948267941336,-0.045765227846461955,-1.1275420897285247,-1.5719555719658385,0.09247356098403187,0.8509172532671523,0.17312945312882333,-1.8560817968968635,-2.4338946475815075,-150.1149851168706,-150.59074869533757
8,8,1,0,1,-11.2557613366491,-0.09255633785030716,0.049739938699688624,-0.008340246825517266,-0.0709761404189129,-0.006592961301002535,0.021157245853815457,-0.11213480287822634,-0.023165962717170696,-0.08164351310687502,-0.008131773380392074,-0.02057536483051704,0.01354505212614784,0.048198573856471784,0.017603429269633944,-0.044525364861349614,0.0025674161874533518,0.04706371187656045,-0.1371262170180132,-0.009527513689961194,-0.7197639138508922,1.0620014964582414,-0.33588785028428464,0.6969037838397876,0.09612271841514097,2.7553156419988345,0.10247245073820588,165.66622498875557,155.8169052969061
9,9,1,0,0,11.675401462389999,-0.07460562150325024,0.08126279867030843,0.09871182256084983,0.07526871687707884,0.1932084904282518,-0.10746634923652452,-0.047656476440442026,-0.0029859058957789754,-0.004882416819001208,0.05309065419855382,-0.09818177139533836,0.032111776659642606,0.07544458465015225,0.035248801958327636,-0.02644461567881028,0.0219117893166597,-0.022240381527675622,0.020232909568571742,-0.046714077661904066,-2.116918441099849,-1.3754559581292176,-0.02768361727752685,0.6946720913800901,0.09500687218529225,-2.6619017327090195,-3.4250511443213014,-173.28073159741854,-180.7320883865917
10,10,1,0,1,-11.250353498116917,-0.07963405646561751,-0.12908901851547386,0.06204400934103584,0.009872846873266755,-0.09593551309516107,0.02151670238786605,-0.01746663119038038,-0.015930019274962116,-0.03094722290966959,0.11588721848856637,0.08308070310672032,0.07647342190065484,0.07035924997913601,0.015255102145190798,0.11548050649485053,-0.043241349464075436,-0.1897265858728004,0.035406259482038925,0.022112048996797314,2.3326251230726456,1.20429343530709,-0.11165764543771167,0.35886556031005057,-0.07289639334972753,2.8074459158286684,3.352364519592297,167.59759809323333,163.41505870432545
11,11,1,0,0,11.227127486602315,0.0781227217167375,0.022704672438114363,0.017408362025686592,0.11205012480617724,0.0035972422285382387,0.13984031675366895,0.015582950219698345,-0.14501437979994,0.14149254206014655,0.016414144442064314,-0.0865949809348713,0.023235206443370102,0.18649714083720892,0.07602570246031826,0.007919267696978526,0.014545945880322063,0.004281548630430427,0.0684796125702706,0.07452829692445909,0.9438894999081433,-1.5916868478180228,0.6891050302872173,0.73012048058011,0.1127310667853022,-1.2438542180575405,0.15403874916264043,-146.93572678588498,-134.02321431113054
12,12,1,0,1,-11.207650671594863,0.08752270359717644,0.02837892305535967,-0.08729770951990092,0.045302007464739835,0.0721379233656964,0.02321067965811233,-0.19275309061065934,-0.08974095991424691,-0.014126504858532842,-0.09235510794782406,-0.07604586659849923,-0.014955146335672066,0.022390423241141256,-0.07129791999550028,-0.011251586121961572,-0.058080188108299506,-0.050615488547116706,0.07953131291020875,0.03524750282220708,0.2290749558605074,1.4210573302446878,-0.3312295398687198,0.08868522582980265,-0.2079865605898515,1.0862828528790034,1.1109161856466245,150.53585191863564,139.6069888821282
13,13,1,0,0,11.086749428533377,-0.1157453364916088,-0.10494886271446621,-0.04461959390702167,0.012410736928224569,-0.10254941613909949,0.013765548471498478,-0.15820274812203464,0.1324568249347108,-0.01709784257597151,-0.05368620632895812,-0.13531975952715244,0.09461757179896418,-0.08522824007824477,0.038608063827961316,-0.02775318032623933,0.011293432292003212,-0.15040719130510466,-0.0018241440028857368,0.02915392102470043,0.9407726895281203,-1.5946092263558571,-0.525044025314876,0.5761358925935866,0.03573877279204046,-3.627554354971519,-1.143141789350572,-159.93897388730537,-145.64414228871837
14,14,1,0,1,-11.540412423354525,-0.04925700809892289,0.07330875073469618,-0.0001708230211240916,-0.010288377551988971,-0.011017160509489015,0.0406826093963781,-0.07484836685185153,0.03338171959666534,0.055314565547844,-0.05747369200496734,0.10705509469459584,-0.07108504641506388,-0.041695292142776896,0.06849547192055035,-0.005734136307765094,-0.013387521681846527,-0.04291997748130052,0.04468868247253233,0.13021785431592803,-0.5304865193666162,1.5816632363017387,-0.7642741705327072,0.7270763207384161,0.11120898686445524,2.1205960182680776,0.39811153326687093,180.36089269056308,176.70328249754152
15,15,1,0,0,11.789814631265719,0.002903864785175296,-0.14745923373392095,-0.06962521848372576,0.08786005574093511,0.09255338993947224,-0.05776691672572666,-0.03359878582082229,-0.15491050697441597,-0.05101805194007553,0.11199338624223608,0.09368216083746013,0.08858268748362924,0.09055154755959635,0.059980035886258457,0.054224856537338724,0.019949833146983256,-0.015106339679873326,0.02382339849289611,0.07857459030342434,-0.25453153350221225,-1.5441160070336222,0.3426137619447694,0.06977292542766955,-0.21744271079091804,-2.937864760674987,-1.6734764893819827,-137.0781047938362,-130.42287041902352
16,16,1,0,1,-11.554556452406334,-0.01529872003928472,-0.0592900106304455,0.011715032593290065,0.144125890493245,-0.00026254658911836255,-0.12315442225254997,0.01782573871063952,-0.04207718269500275,0.007081851806327968,0.004577617146776014,-0.051945103943881625,0.12328325530914053,-0.10800532860953027,0.04122816160056699,-0.04047751364068423,0.05449124278342372,-0.0041497400520418585,0.07725960151940542,0.00797756449160402,0.35212582691645444,1.5865021423109638,0.7553269865284286,0.8545669322323609,0.17495429261142764,1.6778687650378565,2.8689092483672747,195.46666907397048,189.38224388927262
17,17,1,0,0,11.883906627545816,0.08509414125030262,-0.08358183994471176,-0.005841255847327158,-0.11212146071090467,-0.042449073361204466,0.011022976370496713,-0.032559016089473446,0.09053101119936494,0.019640227907631074,-0.06227723588066399,0.003469994213586815,-0.07700216218077767,0.008058416379424388,0.03701382988846584,-0.05765895383481491,0.1380066068810475,0.01584009038556013,0.08084143642990256,0.05903471927654442,0.14793663015383407,-1.4929747511764815,0.08910606971995266,0.13734097244805488,-0.18365868728072537,-2.075257759671411,-1.4395907385834197,-144.47160192144858,-127.75733198448346
18,18,1,0,1,-11.262535238351722,-0.014709622649416162,-0.007515972549294461,0.03205617704844854,-0.07863922154723578,-0.050736555889992416,-0.017363032872068397,-0.08348328804510073,0.05786498864326147,-0.036597093121597896,-0.03674800831432971,-0.010316708804115443,-0.04577997075695968,0.01427025326535395,-0.05350809040330139,0.15586793164119817,-0.042489170463743564,-0.04068568413312726,0.003244362762107109,0.052181090782387946,0.9961605876385435,1.5008430601713652,-0.1276971642044516,0.09624939879258154,-0.20420447410846204,3.69491107068164,2.1651020094969953,164.08358174614426,148.3600045178834
19,19,1,0,0,11.54062217283012,-0.1394926841227967,0.09430734872584978,-0.02588943893889263,-0.03941333869762897,0.10711437164043987,-0.1250546036742418,0.13013741858361813,-0.030387127939986967,-0.05327304545156818,0.23769964305784969,-0.17915607314692758,-0.050283747527590586,-0.07561901468800022,-0.026141741206688072,-0.030980724416527345,-0.08870248609848197,-0.004940649686582145,0.06478232623495146,-0.07421101511586183,-0.3327798748019566,-1.5023702180309322,-0.09748140470334667,0.25273260536982034,-0.12596287081984264,-2.4041463631400632,-2.0585943683560775,-166.77411907141044,-166.97332333708948
20,20,1,0,1,-11.466521825199449,-0.013832574906561486,-0.11615728319180359,-0.004157258255279086,-0.0067172507340926835,0.09450264928954344,-0.02300745305772351,-0.03454951787691787,0.003924779919733672,-0.00560619163572273,0.09668382527445546,-0.033235481184941636,0.002926585655499146,-0.07177501284603209,-0.05304139574320125,0.10314521455684196,0.04036246038062512,0.03573360550141402,0.05899846175937815,0.020672151097126504,1.0573926688382593,1.6855219603468696,-0.3000492919571065,0.7082801810790251,0.10181091703475975,1.8348118460855334,2.5446762542627828,170.16180369215544,174.96100764823422
21,21,1,0,0,11.111502685044675,0.17243844213159862,0.056773981598884714,-0.01575316469970787,-0.04507214235254578,0.03944041498130249,0.01222800310486683,-0.05092683275416052,-0.07293146593419686,0.05469638853551575,-0.040752975730567485,0.0508629157913404,-0.005123344825524052,-0.0029582069585631426,-0.11153013535427254,0.0038155435200027585,-0.0651099410747525,0.005640673927153523,-0.1344350460051415,0.03752053291893177,-0.18359267892886377,-1.678463759175773,-0.7329615186046478,0.8853173515728417,0.19032950228166806,-1.5603347928359905,-2.404688454427616,-165.1134611578407,-164.84860267907484
22,22,1,0,1,-11.540569722392714,-0.01283580502129382,0.022536618659689638,-0.09745413791071353,0.08379055434047004,-0.028235799219273394,0.04637356777382035,0.09279570980497347,-0.02425487632577723,0.17401406357043067,0.06349907331276426,-0.02215825476592186,0.028222167185643646,0.1090835917958767,-0.09448744044794043,0.04958293919350113,-0.0001394368030451151,0.015454574973407458,-0.061129770843264174,0.04564316517281718,1.127495410199014,1.7305741619481136,-0.10982039233302147,0.5894363373905245,0.042388995190509426,2.077433083563411,2.7906381750046156,203.67620608061065,197.11878619048255
23,23,1,0,0,11.677325391158963,0.028461309022167702,-0.019696743114852054,0.0013050660664735527,-0.03235681213352082,0.017866946315300898,0.07908572602420753,0.0202283764981131,0.10693098214916413,-0.03226367611054156,0.05790095994867166,0.02659336502313132,0.04600806794439262,-0.08211222842682094,-0.06965090664013238,-0.05701596047049674,0.03816539898792912,0.030548749171967784,0.0675010114334502,0.007141231053127092,0.2116412621283139,-1.2349394764734647,-0.13500006528636282,0.4382553047316795,-0.03320152113891306,-3.7608311355246458,-1.1914998007704263,-165.07610580236584,-150.47066897816563
24,24,1,0,1,-12.081461038354373,-0.05818423108335833,-0.09322849334881679,0.011262252108269354,0.0014315436995651792,-0.027674132356467616,-0.05331804001927203,0.017080036301186832,0.041841897942880256,-0.1125978861967159,-0.04834033803826113,-0.02499961530440933,0.02872774375749897,-0.09157107999776659,0.03879168132624773,0.12761625114949063,-0.03884687289708995,0.07609029683781708,0.08178996714228859,-0.11813546919129962,0.1045340084026587,1.2184966739643284,0.630228130468874,0.6037785640601955,0.049560108525344926,2.8770144126325974,2.0028189213612064,190.2561150670313,183.2825555663479
25,25,1,0,0,11.435041049320642,-0.020905865904615795,0.06185977527672807,0.04609135654274065,-0.07014043957756536,-0.06011248883514215,0.06169920819560552,0.09139083479717805,-0.00409754697032439,0.059456557479774845,0.030625606078865275,0.03452273835523117,-0.04557484894770763,-0.0026890251005147804,-0.08022965469729583,0.04312669631485931,-0.02204857815910891,-0.027890606111865286,0.01669558803591879,0.0006528871317434892,-0.24534016695572447,-1.4047446247038582,0.4502412472954554,0.34739523687428187,-0.07863155506761188,-1.8786989464867052,-1.2784750994317386,-173.27924340186883,-173.72493347295384
26,26,1,0,1,-11.844428589617694,0.13676058902904484,-0.004609430187423248,-0.013731357253874905,-0.053981899527202504,-0.07373405233410182,0.00916736691565821,-0.1106883138276623,-0.11596736813521073,0.022732139702539414,0.09730340179918343,0.0006419056740921143,0.0065259813380835014,-0.0034387938792623516,0.15995373145540293,-0.07574019168753603,0.011264625862399938,-0.10193886388643245,0.023431812830846745,-0.09513570249146167,0.10839129015794491,1.456000097647743,-0.2669816358337333,0.8074075320581909,0.15137459252434265,2.470125044672264,1.4487843444962976,221.93835729967762,211.7093488596321
27,27,1,0,0,11.152771426785112,-0.019497742200103346,-0.10984944398942705,0.11649526700065918,-0.12338715790504387,0.032419478750043286,-0.06955237008929728,0.03267758890993788,-0.11119877214687773,-0.08677776548697515,0.024152627989810597,-0.12196069189620726,0.0825291351644897,-0.004078754245510097,0.015031092053434518,-0.07658082703107724,0.0024953626321377867,0.08215274361402665,0.04331954358810525,0.025433702689853302,-0.7246860068081675,-1.9532049888898426,0.38778125387725554,0.7911010845003305,0.14322136874541241,-3.500634852823565,-2.1468883730753414,-150.02866582915533,-149.19238232996324
28,28,1,0,1,-11.51801958549635,0.0750416422625964,-0.015517682834158636,0.04282997604595507,-0.024268203882168306,0.029742203734904136,0.034682127406672286,0.05385688107228657,0.031665774952623287,0.006701111822687074,-0.09984882990707634,0.02760002206384884,-0.05390369569696793,0.013134361353144391,-0.014922577908952378,0.17782008819273892,-0.0363638501287144,0.07585882315091613,-0.01181997540069803,0.08689941271480042,1.889980186532226,1.431059985687971,-0.009762541711813101,0.15639047363735126,-0.17413393668607718,2.672397563272774,3.137143693822307,185.99871913821178,172.1811435678268
